Source,Summary sentence,Factoids
,IPSec is recommended to secure IPv6 communication channels requiring confidentiality,"""IPSec is recommended to secure IPv6 communication channels"",
""Securing IPv6 communication channels is required for confidentiality"""
,"Firewalls must limit IPv6 multicast scope and monitor IPv6 transition tunnels (e.g., Teredo).","""Firewalls must limit IPv6 multicast scope"",
""Firewalls must monitor IPv6 transition tunnels"""
,Micro-segmentation and software-defined perimeters implement zero-trust control by limiting lateral traffic flow.,"""Micro-segmentation implements zero-trust control"",
""Software-defined perimeters implement zero-trust control"",
""Zero-trust control limits lateral traffic flow"""
,5G private network IPAM systems require dynamic automation and conflict resolution to support millions of connected UE and IoT devices.,"""5G private network IPAM systems require dynamic automation"",
""5G private network IPAM systems require conflict resolution"",
""Dynamic automation and conflict resolution support millions of connected UE and IoT devices"""
,"IPv4 addressing is restricted to external-facing slices or middleboxes, with strict NAT at the UPF.","""IPv4 addressing is restricted to external-facing slices"",
""IPv4 addressing is restricted to middleboxes"",
""Strict NAT is enforced at the UPF"""
,"IPAM subnets are isolated per slice (e.g., URLLC, mMTC) and NF zone (e.g., AMF/SMF vs UPF) to enforce QoS and isolation.","""IPAM subnets are isolated per slice""
""IPAM subnets are isolated per NF zone"",
""Isolation per slice and NF zone enforces QoS"",
""Isolation per slice and NF zone enforces network isolation"""
,Real-time IPAM monitoring should alert network managers to conflicts or rogue addresses in dense deployments.,"""Real-time IPAM monitoring should alert network managers"",
""Alerts indicate conflicts"",
""Alerts indicate rogue addresses"",
""Conflicts and rogue addresses are common in dense deployments"""
,"IPAM must support IPv6-only, dual-stack, and IPv4-translation modes for flexible slice support","""IPAM must support IPv6-only mode"",
""IPAM must support dual-stack mode"",
""IPAM must support IPv4-translation mode"",
""Support for these modes enables flexible slice support"""
,"IPv6 control-plane networks simplify policy and isolation strategies, improving compliance with operator frameworks","""IPv6 control-plane networks simplify policy strategies"",
""IPv6 control-plane networks simplify isolation strategies"",
""Simplified policy strategy improves compliance with operator frameworks"",
""Isolation strategy improves compliance with operator frameworks"""
,Operator policies mandate no public IPv4 on CP while allowing IPv4 for UPF-based NAT translation.,"""Operator policies mandate no public IPv4 on control plane (CP)"",
""Operator policies allow IPv4 for UPF-based NAT translation"""
,Slice-specific addressing enhances enforcement of slice-level policies and traffic segregation.,"""Slice-specific addressing enhances enforcement of slice-level policies"",
""Slice-specific addressing enhances traffic segregation"""
,Time synchronization in O‑RAN requires PPS and 10 MHz frequency distribution to USRPs.,"""Time synchronization in O-RAN requires PPS (Pulse Per Second)"",
""Time synchronization in O-RAN requires 10 MHz frequency distribution"",
""PPS and 10 MHz signals are distributed to USRPs"""
,"Testbed servers use Ubuntu (20.04/22.04), low-latency kernels, and BIOS tuning (disable C‑states, HT, secure boot).","""Testbed servers use Ubuntu (20.04/22.04)"",
""Testbed servers use low-latency kernels"",
""BIOS tuning includes disabling C-states"",
""BIOS tuning includes disabling Hyper-Threading (HT)"",
""BIOS tuning includes disabling secure boot"""
,Modular orchestration with support for multiple RIC and RAN stacks reduces setup complexity and ensures repeatability.,"""Modular orchestration supports multiple RIC and RAN stacks"",
""Support for multiple RIC and RAN stacks reduces setup complexity"",
""Support for multiple RIC and RAN stacks ensures repeatability"""
,Hardware tuning ensures low-latency and deterministic scheduling suitable for RF-based O‑RAN operations.,"""Hardware tuning ensures low-latency"",
""Hardware tuning ensures deterministic scheduling"",
""Low-latency and deterministic scheduling are suitable for RF-based O-RAN operations"""
,Testbed uses srsRAN and Open5GS on commodity hardware and USRP NI‑2944R via PCIe for 5G SA operation.,"""Testbed uses srsRAN"",
""Testbed uses Open5GS"",
""srsRAN and Open5GS run on commodity hardware"",
""Testbed uses USRP NI-2944R via PCIe"",
""srsRAN, Open5GS, and USRP NI-2944R support 5G SA operation"""
,Backhaul uses gigabit Ethernet; upgrade to 10 Gbps is recommended for high-throughput experiments.,"""Backhaul uses gigabit Ethernet"",
""Upgrade to 10 Gbps is recommended for high-throughput experiments"""
,"Time sync via NTP and DNS are essential for control-plane protocols like PFCP, NGAP, HTTP2.","""Time sync via NTP is essential for control-plane protocols"",
""DNS is essential for control-plane protocols"",
""Control-plane protocols include NGAP"",
""Control-plane protocols include HTTP2"",
""Control-plane protocols include PFCP"""
,"RF planning requires configuring USRP gains, duplex mode, SCS, and matching UE APN and compatible bands.","""RF planning requires configuring USRP gains"",
""RF planning requires configuring duplex mode"",
""RF planning requires configuring subcarrier spacing"",
""RF planning requires matching UE APN"",
""RF planning requires matching compatible bands"""
,Some consumer UEs must be rooted or APN-modified to function reliably in 5G SA testbeds.,"""Some consumer UEs must be rooted"",
""Some consumer UEs must be APN-modified"",
""Rooting and APN modification ensure reliable function in 5G SA testbeds"""
,"Open5GS logs (/var/log/open5gs) and srsRAN/ZMQ traces are critical for NGAP, GTP-U, and slice debugging.","""Open5GS logs are critical for NGAP debugging"",
""Open5GS logs are critical for GTP-U debugging"",
""Open5GS logs are critical for slice debugging"",
""Open5GS logs stpred at /var/log/open5gs"",
""srsRAN/ZMQ traces are critical for NGAP debugging"",
""srsRAN/ZMQ traces are critical for GTP-U debugging"",
""srsRAN/ZMQ traces are critical for slice debugging"""
,Basic network slicing using NSSAI (SST/SD) is validated in both RAN and Core domains with packet trace inspection.,"""Basic network slicing uses NSSAI (SST/SD)"",
""NSSAI (SST/SD) is validated in RAN domain"",
""NSSAI (SST/SD) is validated in Core domain"",
""Validation is performed via packet trace inspection"""
,Consistent slice enforcement is observable in PFCP session setups and NGAP signaling for UE-slice mapping.,"""Consistent slice enforcement is observable in PFCP session setups"",
""Consistent slice enforcement is observable in NGAP signaling"",
""PFCP session setups and NGAP signaling support UE-slice mapping"""
,"Consumer-grade UE variability necessitates RF tuning, root access, and APN configurations to ensure SA connectivity.","""Consumer-grade UE variability necessitates RF tuning"",
""Consumer-grade UE variability necessitates root access"",
""Consumer-grade UE variability necessitates APN configurations"",
""RF tuning configurations ensure SA connectivity"",
""Root access configurations ensure SA connectivity"",
""APN configurations ensure SA connectivity"""
,open5gs‑k8s provides both microservice and all‑in‑one Kubernetes manifests for Open5GS.,"""open5gs-k8s provides microservice Kubernetes manifests for Open5GS"",
""open5gs-k8s provides all-in-one Kubernetes manifests for Open5GS"""
,"Multus and OVS‑CNI enable distinct network attachments for N2, N3, N4, preserving plane separation.","""Multus enables distinct network attachments"",
""OVS-CNI enables distinct network attachments"",
""Network attachments enabled for N4"",
""Network attachments enabled for N2"",
""Network attachments enabled for N3"",
""Distinct network attachments preserve control plane separation"",
""Distinct network attachments preserve user plane separation"""
,MongoDB statefulsets with PVCs store subscriber and NF profile data externally.,"""MongoDB statefulsets with PVCs store subscriber data externally"",
""MongoDB statefulsets with PVCs store NF profile data externally"""
